,text,favourite_count,retweet_count,created_at,username,location
203,"#Nepal took steps to limit border crossing, but as it did so, tens of thousands of Nepalis working in #India rushed home, likely bringing #COVID-19 with them https://t.co/FGZrWrQHPP",0,0,2021-05-10 11:56:42,Ravi Bandara Dissanayake,
204,#India: Countries are increasingly suspending or limiting travel from India following a surge of COVID-19 cases. Learn more: https://t.co/XmhMHpDREm #immigration  #globalmobility #hr,0,0,2021-05-10 11:45:06,BAL Immigration,
205,"India’s health authorities warned about a fungal infection seen in some #Covid19 patients which can disfigure facial features and even kill

#India #CoronavirusIndia #blackfungus
https://t.co/LKI5pDMHPG",0,1,2021-05-10 11:45:00,The Peninsula Qatar,Qatar
206,"Al Arabiya English on Twitter: ""Watch: #Dubai’s long-haul carrier #Emirates will begin shipping aid for free into #India to help fight a crushing outbreak of the coronavirus, the airline says. https://t.co/GPW8BtJg4O https://t.co/A1umRtfux1"" / Twitter - https://t.co/ktEOWCQWaE",0,1,2021-05-10 11:43:52,Pınar Akartürk,"Bakanlıklar, Ankara, Turkey"
207,"Cases of mucormycosis, a fungal infection, are rising among COVID-19 survivors. #fitnortheast #health #healthy #healthcare #wellness #northeast #northeastindia #india https://t.co/U8A8TK27iD",0,0,2021-05-10 11:42:03,Fit Northeast,
208,"I protect you You Protect me!

#lockdown2021 #lockdown #maskindia #maskforall #mask #staysafe #stayhome  #covid_19 #India #ngo #help #wecare  #dgatscare #WHO 

@ravishndtv @SonuSood @TheLallantop @WHO @PMOIndia @ArvindKejriwal @ndtvindia @raghav_chadha https://t.co/5Udqj3dHlW",3,2,2021-05-10 11:40:43,Dgats Care Foundation,
209,"Arnaud Vaissié, @IntlSOS Co-founder, CEO &amp; Chairman, discusses in an interview with @franceinfo (in French), how Asian countries have managed to contain the pandemic well - economically and humanly. They also address the #COVID19 second wave in #India
https://t.co/KvY8EE2Hww https://t.co/rmTj1QL01V",5,1,2021-05-10 11:36:02,International SOS,Worldwide
210,He (she) who hesitates could be lost....literally https://t.co/4HYVpVYc5L via @YouTube #vaccination #covid-19 @cnnbrk @FoxNews @MSNBC #vaccinated #India #pandemic @CDCgov @CDCDirector @aafp @STFM_FM @WHO,1,0,2021-05-10 11:34:44,Brian McDonough,"Philadelphia, Pa."
211,"Railways is continuing its journey of bringing relief to COVID-19 patients by swiftly delivering Oxygen to various states across 🇮🇳 

68 #OxygenExpress trains have completed their journey, providing nearly 4,200 MT of Oxygen in over 268 tankers.
⁣
#india #bjp #narendramodi #modi",4,2,2021-05-10 11:29:56,Rocky Lineswala BJP,भारत
212,"https://t.co/baqJ8DVPj8
Appalling dangers faced by medics in #India as the second wave of the #pandemic rages. #CovidIndia",4,0,2021-05-10 11:29:21,John Clarke,Toronto
213,"#Cipla has signed a royalty-free, non-exclusive voluntary licensing agreement with #EliLilly for #Baricitinib. #India #pharma #COVID19 #SecondWave #coronavirus #TheWeek @TheWeekLive 
https://t.co/bcB5d4nCMo",0,0,2021-05-10 11:28:59,NachikeT KelkaR,"Mumbai, India"
214,"Our team members in #Nepal continue to supply isolation centres in Kailali and Kanchanpur, on the border with #India. 

Approximately 400,000 Nepalese workers are returning home from India, causing positive COVID-19 cases to rise at an alarming rate. https://t.co/zf2KVC8zmq",1,1,2021-05-10 11:28:58,Mercy Corps - Europe,"Edinburgh, Scotland"
215,"MIC ORGANISATION UPDATE

INDORE &amp; DELHI UPDATE
OXYGEN RESOURCES AVAILABILITY 

VERIFIED UPDATE✅

don't pay in advance.

FOLLOW OUR COVID GUIDE FOR PAN INDIA INFORMATION
https://t.co/tPxlOSMJJj
#Indore #Delhi #COVID19 #CoronaUpdate #leads #India #micorganisation https://t.co/u3ahbMaW0W",0,1,2021-05-10 11:28:44,MIC ORGANISATION INDIA,"Madhya Pradesh, India"
216,"Five million Young Warriors to renew hope amidst India’s devastating second COVID-19 wave
The Young Warriors Movement aims to engage over 5+ million youth with...

https://t.co/OIjDtxpTGw

#unicef #YoungWarrior #UN #India #Covid19 #secondwave 
@DrYasminAHaque https://t.co/W8jnMU4SQZ",4,0,2021-05-10 11:27:51,HealthInFive.com,
217,"India COVID-19 cases continue to surge as calls for national lockdown grow
#Health #World #Coronavirus #CoronavirusNews #Covid #Covid_19 #Covid_19News #India #IndiaCovid #IndiaCovidCases #IndiaCovidCrisis #IndiaCovidDeaths
https://t.co/J3uf8YmNzm",0,0,2021-05-10 11:25:05,Flying Eze,
218,"The first ship belonging to the Indian Naval Forces to the port of (Mangalore) overlooking the Arabian Sea in the state of (Karnataka) in southern India carries on board ""oxygen"" and Kuwaiti 🇰🇼 relief materials to confront the (Corona emerging - Covid 19) virus. #india 🇮🇳 https://t.co/6uUcaagXWJ",1,0,2021-05-10 11:21:24,عذبي,
219,"#India A health worker wearing a personal protective equipment (PPE kit) interacts with a Covid-19 coronavirus patient reading newspaper inside a banquet hall temporarily converted into a Covid care centre in New Delhi. @afpphoto 
#india #COVID #COVID19 https://t.co/V3ovcuuWeN",14,2,2021-05-10 11:18:16,Prakash Singh,New Delhi
220,"Ishant Sharma and wife Pratima got vaccinated!
💉😷
#ishantsharma #vaccinationdone✔️ #wife #india #covid_19 #mask #cricketuniverse #ipl2018 #ipl #cricketnews #ipl11 https://t.co/ZlBPZ2Avyp",0,0,2021-05-10 11:17:25,Cricket Universe,Indore
221,"Common and Less Common Side Effects of COVID-19 Vaccines

Getting vaccinated to fight against COVID-19 is safe. Covishield and Covaxin are two approved vaccines in India.

#covid #india #healthcare #covid19vaccination #covid19awareness

https://t.co/acTglhs1kI https://t.co/HlI3KmvP5t",1,0,2021-05-10 11:14:53,raghvendra,Noida
222,"#Bangladesh #PMHasina reiterates solidarity with #India in fighting #COVID19
#IndiaCovidCrisis #PMModi #COVIDSecondWave #CovidVaccine #Sinopharm #China #LiJiming #SerumInstituteofIndia #AstraZeneca #Russia #SputnikV #vaccination
@MEAIndia @PMOIndia
https://t.co/sjer1CTZ8r",0,0,2021-05-10 11:13:39,TheNews21,"Mumbai, India"
223,"Dramatically ramping up #COVID19 vaccinations is key to ending the crisis in #India, says White House chief medical adviser &amp; top Infectious Disease expert Dr. Anthony Fauci. Asks other countries to give India supplies to make vaccines, or donate vaccines
https://t.co/ae9TYUKoDU",0,0,2021-05-10 11:09:28,Vishwas Gaitonde,
224,"🚨BREAKING🚨
Sunrisers Hyderabad (SRH) to donate INR 30 Crores to aid people fighting with dreaded Covid-19 in the country.
🙏Massive Respect🙏
#ipl #ipl2021 #sunrisershyderabad #srh #indianpremierleague #followme #like4likes #follow #followforfollowback #india #covid_19 #coron https://t.co/EYgyBz7pCL",2,0,2021-05-10 11:07:25,TechySportz,
225,"What is happening to #longcovidkids in #India?
An interesting discussion with warnings given about the need to prepare for the next wave.
#COVID19India #COVID19 #LongCovid 

https://t.co/r06Tpz6daS",8,3,2021-05-10 11:07:13,Long Covid Kids 🧡💙🧡 #LongCovidKids #FBLC,Uk
226,"Ishant Sharma and wife Pratima got vaccinated!
💉😷
#ishantsharma #vaccinationdone✔️ #wife #india #covid_19 #mask #cricketuniverse https://t.co/O5MGEHfv03",0,0,2021-05-10 11:06:29,Cricket Universe,Indore
227,"NEW ARTICLE! From @MaxwellThayer @ZabirHasan et al., 'An interrupted time series analysis of the #lockdown policies in #India: a national-level analysis of #COVID-19 incidence'
Read the article now https://t.co/bnEdmiN7LE https://t.co/uoIs1LPurz",1,1,2021-05-10 11:05:03,HealthPolicyPlanning,
228,#India | COVID-19: INS Airavat carrying medical supplies from Singapore arrives in Visakhapatnam https://t.co/aEKYsgFLdO via @NewsLiveGhy,9,0,2021-05-10 11:04:49,NEWS LIVE,"Guwahati, India"
229,"COVID 19 cases in India until : 10/05/2021 16:30

Total Cases: 22672785 [+10237]😅
Active: 3751392🖖🏽
Recovered: 18665592 [+130]❤
Deaths :246171 [+23]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 11:00:00,Coronavirus Bot 🇮🇳,
230,"Watch: #Dubai’s long-haul carrier #Emirates will begin shipping aid for free into #India to help fight a crushing outbreak of the coronavirus, the airline says.

https://t.co/SOhcCg8ezb https://t.co/D57RvruWdf",14,6,2021-05-10 10:59:07,Al Arabiya English,Dubai
231,"Indian drug-maker Cipla Ltd entered into a licensing agreement with U.S. company Eli Lilly &amp; Co to make &amp; sell Lilly's #arthritis drug #baricitinib to treat #COVID19 patients

#India is struggling with #coronavirus medicines (#Remdesivir &amp; #Tocilizumab)
https://t.co/IHjcsfDEpF",1,0,2021-05-10 10:58:16,Wako Joel,"📍Africa, Kampala"
232,"India plans to recruit hundreds of former army medics as the country wrestles with record COVID-19 infections and deaths rose by more than 4,000 amid calls for a complete nationwide lockdown
(CNMNG News 🇨🇦)

https://t.co/LwNvnxNQH9

#COVID19 #India #CovidIndia",1,0,2021-05-10 10:57:40,Canadian National Multilingual Newsgroup,Toronto
233,"Experienced #India leg-spinner #PiyushChawla's father #PramodKumarChawla on Monday died after battling #COVID19.
https://t.co/n8OSRMnEc7",2,2,2021-05-10 10:55:45,The Pioneer,
234,"Nick Tsagaris-Australian Man dies in India After Contracting COVID-19 as India Confirms Record Cases Rise
Read more &gt;&gt;&gt;
https://t.co/71Iz0htqOc
.
.
#nicktsagaris #australia #death #india #news #lockdown #covid #poltics https://t.co/D8EFYWwtU0",0,0,2021-05-10 10:55:03,Nick Tsagaris,
235,"India's COVID-19 cases dip from peak, calls for shutdown mount #losangeles #shutdown #india #calamity #axiosoped #covid https://t.co/reGwWwfuwp",0,0,2021-05-10 10:54:32,Upstract News,
236,"In #India “People stepped up where the gov failed. Had the authorities prepared, we wouldn't be in the position that we're in right now. We're ignoring the signals. The pandemic is a minute example of impacts the climate crisis could have” @journomayank 

https://t.co/mG5D0G8142",4,2,2021-05-10 10:50:20,Climate Home News,London
237,"Pretty clear what we will be facing, if @fordnation proceeds with his cuts to #publichealth. 
#India shows the way. Thanks @kmvnarayan14 @bmj_latest 

https://t.co/23c0EuKRbr @bmj_latest

Doug Ford's plans to cut public health...
1/2",7,4,2021-05-10 10:47:36,Dr. Nancy Olivieri,"Toronto, Ontario"
238,"Covid 19 and its impact on economic activity in India 🇮🇳
Read More- https://t.co/92g1h04qbY

#iicci #indoitalian #indiaitaly #covid19helpdesk #helpdesk #covid19 #coronavirus #india #italy #vaccination #healthcare #finance #economy #funding #economy #circulareconomy #indianeconomy https://t.co/3KUBi3HTJL",0,1,2021-05-10 10:46:34,Indo-Italian Chamber,India
239,Calls grow for nationwide lockdown in India as new COVID-19 cases and deaths stay close to record highs https://t.co/Bhg2Bxn4OH #COVID19 #india,0,0,2021-05-10 10:46:23,Matthew Rimmer,"Brisbane, Queensland"
240,"Queues outside COVID-19 vaccination centres in UP's Noida, Ghaziabad

READ: https://t.co/rnIMzm2trT  

#COVID19 #CoronavirusIndia #CoronavirusPandemic #India #UttarPradesh #VaccinationDrive",0,0,2021-05-10 10:45:12,First India,"Jaipur, India"
241,"BENGALURU (INDIA): Unless the deadly second COVID-19 wave sweeping the country was brought under control it would devastate India as well as threaten the rest of the world warned India's main opposition leader Rahul Gandhi .  #COVID19 #India

https://t.co/O2bJQXq2Al https://t.co/IkTD6TMabD",0,0,2021-05-10 10:40:01,Asian Herald,"Sharjah, United Arab Emirates"
242,"Dirty Air Kills: World Bank Study says, 1% Increase in Long-Term Exposure to PM Leads to 5.7% Increase in COVID-19 Deaths.

#climatechangeawareness  #india #covid19pandemic #airpollution #particulatematter 

https://t.co/rJZu2ETJfe",0,1,2021-05-10 10:36:47,Magneto CleanTech,"New Delhi, India"
243,"Patliputra Indoor Stadium was transformed into #COVID19 Care facility by @CAREIndia working with the Govt of Bihar, #India. The facility supports 100-beds, with doctors, nurses, oxygen, medicines &amp; medical equipment.  

Donate to @CAREIndia to support: https://t.co/HYQSBELwyg https://t.co/F2tGnnH6qe",18,10,2021-05-10 10:32:19,CARE International,Global
244,"India's Covid-19 Challenge: A Crisis Management Perspective

#SBAsthana #Covid19 #Coronavirus #CoronaCrisis #India

https://t.co/jEk0NiNysV",0,0,2021-05-10 10:31:32,YesPunjab.com (For Punjabi follow @BawaHs),Punjab
245,COVID-19 INDIA: Modi's $1.8 billion renovation project faces criticism amid India's biggest public health crisis #NarendraModi #CentralVistaProject #CentralVista #India #Coronavirus #Pandemic #COVID #COVID19 #CovidIndia #Covid_19 https://t.co/0thtWbvXvH,0,0,2021-05-10 10:31:00,Nikhil,Moon 🌑
246,"COVID-19: Kerala releases 560 prisoners on parole following Supreme Court directive
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #COVID19 #Kerala #SupremeCourt #prisoner 
https://t.co/3ygHbdlKjZ",1,0,2021-05-10 10:30:10,LatestLaws.com,India
247,"Posters created by our first year students, Rowena and Brinda, to support Covid-19 Awareness and the Vaccination Drive.#covid #CoronavirusPandemic #covidawareness #positivity #stayhome #staysafe #vaccinateeveryindian #students #Citizen #responsibility #india #wearmask https://t.co/xcIRyBp8zq",0,0,2021-05-10 10:26:50,Gopalan School of Architecture and Planning,"Bangalore, India"
248,"Get #COVID-19 results in 20 minutes with ICMR approved antigen rapid test kit. 

Now available with Genotypic!

Drop us a message via the link in comments or reach us at diagnostic@genotypic.co.in and our team will get in touch with you.

#genotypic #Genomics  #rtpcr #india https://t.co/VDVeceebWA",0,0,2021-05-10 10:22:15,Genotypic Technology,India
249,"""Defeat COVID-19, we are all together"" was printed on boxes containing the first batch of anti-coronavirus supplies donated by China to #India. The supplies arrived in India Sunday. The Red Cross Society of China provides $1 million aid to India to combat #COVID19. https://t.co/EVrvraUs4J",173,27,2021-05-10 10:21:58,Global Times,"Beijing, China"
250,"#India saw a significant drop in daily coronavirus infections on Monday, with 366,161 reported 
#Oman #OmanObserver #COVID_19

https://t.co/e4qmUb47xz",4,0,2021-05-10 10:17:59,Oman Observer 🇴🇲,"Muscat, Oman"
251,"#IndianNavy brings large amount of COVID-19 medical supplies from abroad

Read More: https://t.co/RMT7mVT81o

#IndiaFightsCOVID19 #India #CoronavirusPandemic #Covid #COVID19SL #CovidHelp #CoronaSecondWave @indiannavy",1,1,2021-05-10 10:17:15,First India,"Jaipur, India"
252,India embarrassed. Group of Seven meeting in London was hit by COVID-19 scare when India's foreign minister &amp; his entire team were forced to self-isolate after delegation members tested positive. Huge criticism on delegation for flouting SOPs. #G7 #India #CovidIndia https://t.co/WxIBCSuQJ2,98,35,2021-05-10 10:16:32,"Lt Gen (Retd) M Haroon Aslam,","Islamabad, Pakistan"
253,"Experts say #COVID19 will most likely become an ever-present but less lethal threat. #Nepal #India 
https://t.co/krTP2MIaF7 https://t.co/6TnBPcDefS",1,4,2021-05-10 10:15:13,Dilip Dhakal,"Kathmandu, Nepal"
254,Four #research partnerships have been awarded £5 million to provide a deeper understanding of #COVID19 severity in #India and the UK https://t.co/SetdSlboLG,0,0,2021-05-10 10:13:59,Open Access Gov,
255,Four #research partnerships have been awarded £5 million to provide a deeper understanding of #COVID19 severity in #India and the UK https://t.co/d0gxqpe5Wy,0,0,2021-05-10 10:13:57,Steph Hazlegreaves,
256,"After Instagram deleted Kangana’s post in which she threatened to ‘demolish’ Covid-19, She said that it will be a ‘badge of honour’ for her to be banned by Instagram as well.

#KanganaRanaut #Instagram #India https://t.co/ioqHjautqj",0,0,2021-05-10 10:13:52,Fifth Deck,
257,"MIC ORGANISATION UPDATE

GWALIOR UPDATE
OXYGEN RESOURCES AVAILABILITY 

VERIFIED UPDATE✅

don't pay in advance.

FOLLOW OUR COVID GUIDE FOR PAN INDIA INFORMATION
https://t.co/tPxlOSMJJj
#GWALIOR #COVID19 #CoronaUpdate #leads #India #micorganisation https://t.co/cklj6L1rbz",0,0,2021-05-10 10:13:50,MIC ORGANISATION INDIA,"Madhya Pradesh, India"
258,"After four consecutive days of over 4L cases, India witnesses a slight dip to 3.6L in daily Covid-19 cases. In the last 24 hours, there have been 3.23 lakh cases and 2,771 deaths. 
#COVID19 #India #covidupdate #CoronavirusPandemic #Corona https://t.co/VFvow6JSv0",0,0,2021-05-10 10:13:28,Intrigd,
259,The reasons behind this drop in the number of samples collected are not clear. #fitnortheast #health #healthy #healthcare #wellness #northeast #northeastindia #india https://t.co/J1QOe8VTkh,1,0,2021-05-10 10:13:08,Fit Northeast,
260,"India Becomes Fastest Country to Administer 17 Crore Doses of COVID-19 Vaccine
 #COVID19 #healthcareworkers #India #Vaccination #vaccine

https://t.co/hHh2aF8tsW https://t.co/5tMTYdNg6L",0,0,2021-05-10 10:10:51,Since Independence,India
261,"Stricter travel restrictions to #India 🇮🇳 from EU countries due to #Covid19

https://t.co/GWMGEKxygA",0,0,2021-05-10 10:09:02,Global Outsourcing Team (GOT),"Amsterdam, The Netherlands"
262,"#Thailand - ""The variant was detected in a Thai woman and her young son arriving from #Pakistan, prompting authorities to consider widening the #ban on international arrivals to other countries besides #India"" 
https://t.co/mAhX0AnPJg",0,0,2021-05-10 10:06:40,Pink Cerberus 🇬🇧🇺🇬🇰🇪🇺🇸🇯🇵🇨🇴,
263,"COVID-19: Dubai-based airline Emirates to ship aid for free into India

https://t.co/WlWhmo4itM  

#dubai #emirates #who #covid #covidaid #india #coronavirus #corona #MondayVibes #MondayThoughts #monday #mondaymotivation https://t.co/ETvIdszAuS",3,2,2021-05-10 10:04:13,UAE Company Set,"Delhi, India"
264,"COVID-19: Dubai-based airline Emirates to ship aid for free into India

https://t.co/yGROytVyVb  

#dubai #emirates #who #covid #covidaid #india #coronavirus #corona #MondayVibes #MondayThoughts #monday #mondaymotivation https://t.co/w8RzTN8MFv",2,0,2021-05-10 10:03:48,Mohit Munjal,"New Delhi, India"
265,"Covid Crisis : Israel Sends Covid-19 Aid To India | V6 News

#Israel #India #COVID19 #V6News https://t.co/fOIhHVTwcp",8,2,2021-05-10 10:01:00,V6 News,"Hyderabad, Telangana, India"
266,"CONCERNS 1.
VOI B.1.617(dominant in #India) identified in #Kenya #Uganda #SouthAfrica. These seem to be among travellers, with no evidence yet of wider community transmission 6/10&gt;
https://t.co/ngWhNmgIce
https://t.co/76GQwCQH0A",0,0,2021-05-10 10:00:12,Martin Prince,"London, England"
267,"Are #COVID #infections about to #explode in #SouthAsia? #Pandemic #VirusVariants #Vaccinations #ThirdWave #Surge #Deaths #India #Bangladesh #Nepal #Pakistan
https://t.co/MDvRdZk9wi",1,2,2021-05-10 10:00:11,The ASEAN Post,Kuala Lumpur
268,"COVID 19 cases in India until : 10/05/2021 15:30

Total Cases: 22672785 [+10237]😅
Active: 3751392🖖🏽
Recovered: 18665592 [+130]❤
Deaths :246171 [+23]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 10:00:00,Coronavirus Bot 🇮🇳,
269,"""Separation Line"" along Mount Everest summit is being set up to limit COVID-19 spread

https://t.co/hKpuQ59FAX

#SeparationLine #MountEverest #COVID19  #CoronaVirus #Corona #China #Nepal #pandemic #climbers #neighbor #India #Secondwave #BaaghiTV",0,0,2021-05-10 09:59:43,Baaghitv باغی ٹی وی,Pakistan
270,"Camera app @B612_Global initiates the #COVID19 awareness campaign in #India. Read the full story here 
https://t.co/beNZ348O9R

#Tech #News #Update #Camera #Apps #B612 #IndiaFightsCorona #Unite2FightCorona #MyMobileIndia https://t.co/nHUiE1kXFp",0,0,2021-05-10 09:58:13,My Mobile,New Delhi
271,"From Wednesday night travellers from
#Pakistan
#Bangladesh
#Nepal
and
#SriLanka 
are no longer allowed to enter the #UAE 

Flights are already banned from #India 

#COVID19 #Travel #AbuDhabi #Dubai 

https://t.co/0Q1RQjj15E",0,0,2021-05-10 09:58:07,Joe Jenkins,Abu Dhabi | Dubai
272,"According to the list compiled by the Network of Women in Media, #India, several of the #journalists who have died were in their mid-forties. #COVID19 https://t.co/dXnG4aVmHI",8,4,2021-05-10 09:57:43,National Herald,"New Delhi, India"
273,"#India’s #COVID19 crisis is due to its collective #failure, #blaming others doesn’t #help
https://t.co/xkrtLX9Mp3",0,0,2021-05-10 09:56:35,London Institute of Peace Research,
274,"RBI's relief to postpone financial stress from Covid-19 surge: Fitch

#RBI #COVID19 #CoronavirusPandemic #India 

https://t.co/odVonMhxT1",0,0,2021-05-10 09:52:04,First India,"Jaipur, India"
275,"@Sootradhar Prime Minister Modi’s claim in early April that his government is successfully winning the battle against COVID-19 was bogus and has led to a national disaster of catastrophic proportions.
#India #Modi 
https://t.co/dMy0Es16ZF",2,1,2021-05-10 09:49:15,Andy Niklaus,Berlin
276,"#Happyhypoxia #COVID19 #COVIDEmergency2021 #COVIDEmergencyIndia 

For all of you in #India and #Pakistan and also #Kashmir  

This is why pulse oximeter monitoring is important if you are #Covid+ . Plesse always consult a doctor on ground zero. 

https://t.co/JuHncg9QP2",0,1,2021-05-10 09:48:22,Dr Rita Pal,www.kashmirhumanrights.com 
277,"Hand of good: #NGOs, organisations, #volunteers across #India rise to challenge in all-out battle against COVID-19: https://t.co/mu13F8wWiy @NewIndianXpress https://t.co/TBrP5LPTYW",1,0,2021-05-10 09:45:06,Vardaan,"Bengaluru, Karnataka"
278,"They revealed what life amid India's Covid-19 crisis is like.

https://t.co/1FCDN3dxba

#India #CovidIndia #couple",0,0,2021-05-10 09:44:38,DESIblitz ®,United Kingdom
279,"Another reason for #Australia &amp; #NewZealand to get vaccinated against #COVID_19 - Please Read! 

As we have seen ""Black Fungus"" or #Mucormycosis which has add to additional worries &amp; strain on #health system in #India as they battle #COVIDEmergencyIndia

https://t.co/UQoLZF1d4d",0,0,2021-05-10 09:42:51,Tamachijin,"Bidjigal , Eora Nation"
280,"Big B donates Rs. 2 crore to Sri Guru Tegh Bahadur COVID-19 care facility, but not to PM-CARES. #AmitabhBachchan #PMCaresFunds #CovidIndia #Covid #Covid19IndiaHelp #Bollywood #Bachchan #BigB #India #CoronavirusIndia #coronavirus #SecondCovidWave 

https://t.co/C0xIFq422t",0,1,2021-05-10 09:40:41,NewsBytes,"Gurgaon, Haryana"
281,"@DegreesApart #INDIA CoVID-19 Update: 10 May 2021 ------------------------------------
For watching previous updates please visit -

https://t.co/I2YFh9er4U

#CoVID19 #Coronavirus #COVIDEmergencyIndia 
https://t.co/4jJ6YjpclX",0,0,2021-05-10 09:37:07,Raisina Hill,South Asia
282,"The number of COVID-19 deaths in India continues unabated. In the last two weeks, we have lost more than fifty-two thousand of our fellow countrymen. May their soul Rest in Peace!  

#covid19  #india https://t.co/zuAjpJKfVA",0,0,2021-05-10 09:33:30,Arnab Laha,Ahmedabad
283,"India has achieved the landmark of being the fastest country globally to administer 17 crore Covid-19 vaccines in the least number of days, defeating the US and China, the second the third runners-up respectively.

#COVID19 #COVIDVaccination #India #USA 

https://t.co/UJhLAQlJ5G",2,1,2021-05-10 09:32:36,The Newsmen,
284,"#INDIA CoVID-19 Update: 10 May 2021 ------------------------------------
For watching previous updates please visit -

https://t.co/2ku7HqjUZ4
#CoVID19 #Coronavirus #COVIDEmergencyIndia https://t.co/TA4bNZjNxr",2,1,2021-05-10 09:31:04,°Apart,Shifting Paradigms
285,"India deaths top 4,000 as Macron urges end to vaccine export limits. Calls growing for sharing COVID-19 vaccine patents
#CovidIndia #covid19 #india #COVIDVaccination #vaccinepatent #JordanTimes

https://t.co/st2kjJBxi2 https://t.co/76XDxmCfkZ",1,1,2021-05-10 09:28:33,The Jordan Times,"Amman , Jordan"
286,"COVID-19
Find available slots, get registered for vaccination &amp; get all updates about Covid-19 on your fingertips..!! #cowin #COVID19 #vaccination #india #pune #RetweeetPlease #technology 

https://t.co/XsLuSLnEHA https://t.co/np5PxKmo2D",0,1,2021-05-10 09:25:31,Kunal,"Haridwar, India"
287,"Doctors in #India say an increasing number of potentially fatal fungal infections affecting either people who have Covid-19 or those who have recently recovered from the disease.

The condition, mucormycosis, has a high mortality rate. #covid19  https://t.co/tUkQNYgQ3U",158,155,2021-05-10 09:21:42,Mehreen Zahra-Malik,"Islamabad, Pakistan"
288,"Virat Kohli gets first dose of COVID vaccine!

We urge you all to get vaccinated as soon as possible!
💉
#viratkohli #vaccine #ɢᴇᴛᴠᴀᴄᴄɪɴᴀᴛᴇᴅ #covid_19 #dose #india #captain #cricketuniverse #ipl2018 #ipl #cricketnews #ipl11 https://t.co/sJSmTMbv9w",1,0,2021-05-10 09:17:21,Cricket Universe,Indore
289,"#India is the fastest country globally to administer 17 crore #COVID19Vaccine doses, the Union #HealthMinistry said on Monday. #COVID19Vaccination #COVID19 
https://t.co/GnlAj8dY8y",4,1,2021-05-10 09:17:17,The Pioneer,
290,"#India captain #ViratKohli (@imVkohli) on Monday announced that he has got a dose of the #Covid19 #vaccine and urged his followers to get inoculated as soon as they can.

Read: https://t.co/fNTlOk0VHe https://t.co/Jg94k4ivQE",0,0,2021-05-10 09:16:41,Cricket Fanatic,
291,"Why #India needs a new pathway to conquer #Covid2.0 | @srijanpalsingh 

https://t.co/ZJQjs7qppp",9,4,2021-05-10 09:14:03,DailyO,"New Delhi, Delhi"
292,"I’ve just published a second post on the Covid-19 Crisis in India. It’s with video link and on my site. You’ll find it in the Coronavirus Category. #Covid19, #Coronavirus, #India, #NarendraModi, #Insacog, #Oxygen, #DeathToll, #Delhi, #ReligiousFestivals, #Politics https://t.co/ab9JK6cycC",0,1,2021-05-10 09:09:57,The Docterr,"Scotland, United Kingdom"
293,"Virat Kohli gets first dose of COVID vaccine!

We urge you all to get vaccinated as soon as possible!
💉
#viratkohli #vaccine #ɢᴇᴛᴠᴀᴄᴄɪɴᴀᴛᴇᴅ #covid_19 #dose #india #captain #cricketuniverse https://t.co/XFAHmDixNJ",1,0,2021-05-10 09:06:18,Cricket Universe,Indore
294,"Departure from Turkey for a covid-19 MEDEVAC flight, to transport a patient from New Delhi to Paris. 🇮🇳 🇫🇷

#Medicalevacuation #Evasan #Covid19 #Privatejet #Privateflight #Privatecharter #Aircraft #Falcon10 #Harmonyjets #Turkey #India #Newdelhi #Paris https://t.co/u8CIFYOiKJ",3,0,2021-05-10 09:03:39,Harmony Jets,Malta
295,Scientists develop Covid-19 protocol to quickly spot mutants - IBTimes India #India Shehnaaz #DesiNews https://t.co/0Go48kra5D https://t.co/7Hx2Z6LzQz,0,0,2021-05-10 09:03:02,news,
296,"A pregnant Thai woman and one of three sons who returned home from Pakistan have tested positive for the Indian strain of coronavirus. #Thailand #India #ThailandNews #whatishappeninginthailand #coronavirus #COVID19 #CovidIndia 
Read Thai Newsroom Report
https://t.co/eqkrDYwBFl",0,0,2021-05-10 09:02:01,ThaiNewsroom.com,
297,"Railways is continuing its journey of bringing relief to COVID-19 patients by swiftly delivering Oxygen to various states across 🇮🇳 

68 #OxygenExpress trains have completed their journey, providing nearly 4,200 MT of Oxygen in over 268 tankers.
⁣
#india #bjp #narendramodi #modi https://t.co/fPqAsFnOz8",1,2,2021-05-10 09:00:06,CA Hari Arora,भारत
298,"COVID 19 cases in India until : 10/05/2021 14:30

Total Cases: 22672785 [+10237]😅
Active: 3751392🖖🏽
Recovered: 18665592 [+130]❤
Deaths :246171 [+23]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 09:00:01,Coronavirus Bot 🇮🇳,
299,"#Covid-19: #India reports 3.66 lakh new cases, 3,754 deaths

https://t.co/U2lvNfuf2F",0,0,2021-05-10 08:58:59,Good Morning Kashmir,"Srinagar, India"
300,"1350 British Oxygen Cylinders Arrive India, Part Of Generous Contribution To Battle Covid-19 
#OxygenCylinders #OxygenCrisis #British #India #CovidIndia https://t.co/piFgCtPfjv",0,0,2021-05-10 08:58:37,Global Tribune,New Delhi
